epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,67963.1,1.26852,2.29747,1.064,0.58255,0.45631,0.48154,0.29341,1.29526,2.77247,1.07856,0.002674,0.002674,0.002674
150,68428.5,1.26885,2.29017,1.06377,0.58145,0.45641,0.48103,0.293,1.29523,2.7732,1.07856,0.0026245,0.0026245,0.0026245
151,68882.9,1.26859,2.29545,1.06406,0.58187,0.45585,0.48094,0.29292,1.29522,2.77258,1.07851,0.002575,0.002575,0.002575
152,69333.7,1.2716,2.29905,1.06517,0.57931,0.4579,0.48091,0.29286,1.29527,2.77356,1.07844,0.0025255,0.0025255,0.0025255
153,69778.5,1.26554,2.28025,1.06458,0.57765,0.45837,0.48086,0.29299,1.29549,2.77367,1.07841,0.002476,0.002476,0.002476
154,70246.8,1.2633,2.26743,1.05842,0.58053,0.45653,0.48063,0.29253,1.29554,2.77541,1.07835,0.0024265,0.0024265,0.0024265
155,70710.4,1.26318,2.27392,1.06449,0.57972,0.45618,0.48078,0.29258,1.29552,2.77616,1.07833,0.002377,0.002377,0.002377
156,71177.7,1.2663,2.2722,1.05881,0.57714,0.45751,0.48064,0.29233,1.29559,2.77708,1.07841,0.0023275,0.0023275,0.0023275
157,71641.1,1.26604,2.27577,1.06212,0.57759,0.45795,0.48016,0.29216,1.29556,2.77756,1.07833,0.002278,0.002278,0.002278
158,72102.5,1.26107,2.25786,1.06083,0.57761,0.45795,0.48019,0.29225,1.29555,2.7781,1.07837,0.0022285,0.0022285,0.0022285
159,72558.1,1.25805,2.25123,1.05912,0.57744,0.45823,0.4803,0.29239,1.29551,2.7788,1.07826,0.002179,0.002179,0.002179
160,73016.2,1.256,2.23764,1.05724,0.57562,0.4596,0.48033,0.29226,1.29548,2.77983,1.07833,0.0021295,0.0021295,0.0021295
161,73454.1,1.25602,2.23644,1.05743,0.57494,0.45948,0.48066,0.29248,1.29526,2.77988,1.0783,0.00208,0.00208,0.00208
162,73895.6,1.2556,2.23339,1.05788,0.57316,0.46053,0.48039,0.29238,1.29526,2.78085,1.07821,0.0020305,0.0020305,0.0020305
163,74341.4,1.25866,2.23541,1.05778,0.57259,0.46025,0.48043,0.29247,1.29524,2.78063,1.07818,0.001981,0.001981,0.001981
164,74783.5,1.25587,2.22372,1.05782,0.57252,0.46052,0.48009,0.29227,1.29524,2.78116,1.07812,0.0019315,0.0019315,0.0019315
165,75251,1.25441,2.21446,1.05465,0.57285,0.46085,0.48004,0.29231,1.29499,2.78174,1.07808,0.001882,0.001882,0.001882
166,75711.2,1.2527,2.20562,1.05161,0.57119,0.46138,0.47985,0.29233,1.29492,2.7821,1.07806,0.0018325,0.0018325,0.0018325
167,76175.8,1.25058,2.20654,1.05316,0.57278,0.46019,0.47969,0.29238,1.29501,2.78342,1.07806,0.001783,0.001783,0.001783
168,76636.8,1.2495,2.20477,1.05546,0.57257,0.4606,0.47948,0.29202,1.29524,2.78431,1.0781,0.0017335,0.0017335,0.0017335
169,77086,1.24699,2.18968,1.05279,0.57384,0.4597,0.47938,0.29217,1.29541,2.78498,1.07813,0.001684,0.001684,0.001684
170,77537,1.24975,2.20113,1.05344,0.57352,0.45981,0.47943,0.29219,1.29542,2.78554,1.07811,0.0016345,0.0016345,0.0016345
171,77989.3,1.24133,2.17946,1.05306,0.57432,0.45929,0.47943,0.29218,1.29552,2.78629,1.07805,0.001585,0.001585,0.001585
172,78444.9,1.24411,2.17167,1.05116,0.57297,0.46065,0.47935,0.29213,1.2956,2.78747,1.07806,0.0015355,0.0015355,0.0015355
