epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,116968,1.0629,1.78645,1.17305,0.90243,0.82777,0.89642,0.66539,1.07591,1.75785,1.18891,0.0017335,0.0017335,0.0017335
169,117652,1.0573,1.77983,1.16998,0.90298,0.82635,0.89625,0.66554,1.07533,1.75698,1.18846,0.001684,0.001684,0.001684
170,118348,1.05519,1.76523,1.16931,0.90172,0.82744,0.89637,0.66583,1.07516,1.7561,1.18814,0.0016345,0.0016345,0.0016345
171,119026,1.04816,1.76201,1.17399,0.90401,0.82642,0.8968,0.66628,1.07491,1.75589,1.1879,0.001585,0.001585,0.001585
172,119720,1.05597,1.76167,1.17162,0.90436,0.82637,0.89684,0.66669,1.07477,1.75454,1.18759,0.0015355,0.0015355,0.0015355
173,120416,1.04453,1.74082,1.17171,0.90419,0.82848,0.89677,0.66645,1.07449,1.75421,1.18748,0.001486,0.001486,0.001486
174,121105,1.04886,1.75373,1.16534,0.90447,0.82911,0.8969,0.66646,1.0743,1.75327,1.18737,0.0014365,0.0014365,0.0014365
175,121795,1.04443,1.72883,1.16492,0.90112,0.83144,0.89707,0.66631,1.07409,1.7529,1.18714,0.001387,0.001387,0.001387
176,122494,1.04643,1.74272,1.16454,0.89858,0.83315,0.89716,0.66624,1.07391,1.75235,1.18694,0.0013375,0.0013375,0.0013375
177,123191,1.04515,1.73515,1.1636,0.89875,0.83367,0.89739,0.66662,1.07365,1.75183,1.18661,0.001288,0.001288,0.001288
178,123889,1.04019,1.71338,1.1605,0.89732,0.83519,0.89763,0.66679,1.07331,1.75078,1.18624,0.0012385,0.0012385,0.0012385
179,124592,1.04402,1.72105,1.16104,0.8972,0.83565,0.89771,0.66718,1.07297,1.75128,1.18599,0.001189,0.001189,0.001189
180,125293,1.04341,1.7177,1.16488,0.89783,0.83627,0.89777,0.6668,1.07286,1.75095,1.18591,0.0011395,0.0011395,0.0011395
181,126002,1.04133,1.70727,1.16326,0.90216,0.83445,0.89826,0.66731,1.07293,1.74987,1.18595,0.00109,0.00109,0.00109
182,126707,1.04167,1.70258,1.16008,0.89739,0.83797,0.89835,0.66765,1.07271,1.7495,1.18583,0.0010405,0.0010405,0.0010405
183,127411,1.03983,1.70197,1.15984,0.8983,0.83758,0.89846,0.66742,1.07242,1.74923,1.18563,0.000991,0.000991,0.000991
184,128097,1.03436,1.68438,1.15764,0.90109,0.83545,0.89864,0.66768,1.0721,1.74858,1.18527,0.0009415,0.0009415,0.0009415
