epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,29445.3,1.25873,2.35539,0.94698,0.50468,0.36899,0.38018,0.22334,1.23595,2.53816,0.93387,0.001783,0.001783,0.001783
168,29621.6,1.25748,2.35011,0.94917,0.50454,0.36913,0.38011,0.22319,1.23581,2.53849,0.9338,0.0017335,0.0017335,0.0017335
169,29799.6,1.25727,2.33992,0.94878,0.50431,0.36897,0.38019,0.22294,1.23587,2.53782,0.93372,0.001684,0.001684,0.001684
170,29975.3,1.25145,2.33957,0.94659,0.50473,0.3682,0.38023,0.22325,1.23563,2.53768,0.93372,0.0016345,0.0016345,0.0016345
171,30152.1,1.24945,2.3233,0.94521,0.50512,0.3688,0.3803,0.2231,1.2355,2.53707,0.93368,0.001585,0.001585,0.001585
172,30330.1,1.24877,2.32241,0.94417,0.50493,0.36892,0.38029,0.22328,1.23533,2.53651,0.93364,0.0015355,0.0015355,0.0015355
173,30506.7,1.25276,2.3296,0.94435,0.50536,0.36875,0.38018,0.22313,1.23489,2.53538,0.93351,0.001486,0.001486,0.001486
174,30683.8,1.25563,2.32671,0.94456,0.50617,0.36907,0.38036,0.22312,1.23489,2.53531,0.93341,0.0014365,0.0014365,0.0014365
175,30862.3,1.25391,2.32491,0.9453,0.50635,0.36942,0.38045,0.22327,1.23502,2.53569,0.93346,0.001387,0.001387,0.001387
176,31039.4,1.24928,2.31836,0.94578,0.50454,0.37022,0.3808,0.22327,1.23492,2.53569,0.93341,0.0013375,0.0013375,0.0013375
177,31218.6,1.24895,2.31158,0.94369,0.50485,0.37043,0.38067,0.2234,1.23479,2.53524,0.93345,0.001288,0.001288,0.001288
178,31396.9,1.24497,2.3081,0.94394,0.5042,0.37039,0.38058,0.22312,1.23517,2.53492,0.93346,0.0012385,0.0012385,0.0012385
179,31576,1.25159,2.315,0.94555,0.50611,0.36995,0.38053,0.22332,1.23474,2.53553,0.93334,0.001189,0.001189,0.001189
180,31753.2,1.24804,2.30318,0.94398,0.50635,0.36975,0.38078,0.22347,1.23471,2.53524,0.93335,0.0011395,0.0011395,0.0011395
181,31930.3,1.2486,2.30708,0.9469,0.50536,0.37072,0.38119,0.22357,1.23456,2.53508,0.93333,0.00109,0.00109,0.00109
182,32107.2,1.24438,2.28893,0.9423,0.5054,0.37071,0.38104,0.2235,1.23474,2.53526,0.93328,0.0010405,0.0010405,0.0010405
183,32283.3,1.24953,2.29653,0.94417,0.50521,0.37067,0.38101,0.22346,1.23473,2.53493,0.93324,0.000991,0.000991,0.000991
184,32462,1.25095,2.29688,0.94508,0.50524,0.37057,0.38098,0.22348,1.23468,2.535,0.93325,0.0009415,0.0009415,0.0009415
185,32638.9,1.2409,2.27826,0.94175,0.50662,0.3697,0.38077,0.2234,1.23468,2.53503,0.9332,0.000892,0.000892,0.000892
186,32817,1.24778,2.28864,0.94311,0.50572,0.37089,0.38107,0.22341,1.23461,2.53496,0.93318,0.0008425,0.0008425,0.0008425
