epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,6922.85,1.52675,3.45976,1.11481,0.46686,0.36098,0.3641,0.2118,1.46732,3.40686,1.09665,0.0059905,0.0059905,0.0059905
83,7011.99,1.52094,3.45943,1.11285,0.47377,0.35802,0.36467,0.2127,1.46712,3.40797,1.09728,0.005941,0.005941,0.005941
84,7097.82,1.51913,3.45244,1.11221,0.48212,0.35861,0.368,0.21475,1.46138,3.39946,1.09487,0.0058915,0.0058915,0.0058915
85,7179.47,1.52068,3.45233,1.11114,0.47553,0.36092,0.36789,0.21424,1.46182,3.39605,1.09502,0.005842,0.005842,0.005842
86,7263.27,1.5152,3.4486,1.112,0.47656,0.36272,0.36874,0.21527,1.46097,3.3905,1.09457,0.0057925,0.0057925,0.0057925
87,7351.87,1.52313,3.44224,1.11303,0.47337,0.36154,0.36853,0.21521,1.45944,3.38527,1.09357,0.005743,0.005743,0.005743
88,7432.94,1.52118,3.43182,1.10875,0.47867,0.35992,0.36953,0.21595,1.45932,3.38642,1.09317,0.0056935,0.0056935,0.0056935
89,7513.4,1.51309,3.41761,1.1089,0.47745,0.35789,0.36991,0.21708,1.45789,3.38199,1.09194,0.005644,0.005644,0.005644
90,7596.82,1.51581,3.41809,1.10519,0.47414,0.36337,0.37116,0.21778,1.45594,3.37989,1.09196,0.0055945,0.0055945,0.0055945
91,7681.26,1.5125,3.40747,1.1094,0.47212,0.36373,0.37089,0.21797,1.45616,3.38062,1.09222,0.005545,0.005545,0.005545
92,7760.38,1.51502,3.41108,1.10962,0.47515,0.35848,0.37217,0.21854,1.45539,3.37695,1.09125,0.0054955,0.0054955,0.0054955
93,7842.64,1.51501,3.40322,1.10945,0.47195,0.36379,0.37199,0.2188,1.45224,3.36763,1.08992,0.005446,0.005446,0.005446
94,7922.43,1.51603,3.4068,1.10984,0.47569,0.36503,0.37202,0.21884,1.45309,3.36887,1.0905,0.0053965,0.0053965,0.0053965
95,8003.3,1.51214,3.39945,1.10925,0.47751,0.36401,0.37144,0.2178,1.45289,3.37048,1.09028,0.005347,0.005347,0.005347
96,8085.69,1.50676,3.39525,1.10593,0.48098,0.36281,0.37092,0.21782,1.45174,3.36624,1.08925,0.0052975,0.0052975,0.0052975
